StudentID,Age,StudyHours,Attendance,PreviousGPA,AssignmentsCompleted,SleepHours,InternetHours,Scholarship,Program,FinalGrade
STU-13207,25.0,11.71,87.67,6.02,91.27,7.99,2.93,Sí,Ingeniería Informática,4.9
STU-11645,22.0,13.74,88.95,6.05,82.0,8.5,4.43,Sí,Contador Auditor,5.48
STU-10210,25.0,13.3,72.85,5.22,88.36,5.78,2.23,Sí,Ingeniería Civil,3.4
STU-13019,22.0,,78.08,6.09,85.43,8.78,3.8,No,Contador Auditor,3.96
STU-13872,22.0,7.4,90.81,5.35,82.35,7.76,7.07,No,Administración,4.48
STU-14291,27.0,1.0,58.28,3.11,,6.24,2.9,No,Ingeniería Civil,1.0
STU-14442,25.0,16.14,100.0,5.71,100.0,6.31,3.71,,Ingeniería Civil,4.97
STU-12542,30.0,11.9,91.7,6.24,76.03,7.82,12.1,No,Ingeniería Informática,4.76
STU-11962,25.0,10.89,96.56,5.68,100.0,9.19,,No,Administración,4.37
STU-14308,21.0,70.20558007529786,79.63,4.87,91.17,8.12,5.99,No,Ingeniería Industrial,3.75
STU-13097,18.0,11.98,82.51,5.61,82.38,7.35,3.41,No,Contador Auditor,3.62
STU-11770,19.0,11.34,93.95,5.23,67.6,7.02,7.16,No,Ingeniería Informática,4.18
STU-10408,20.0,1.0,,4.12,59.27,5.06,7.34,No,Ingeniería Informática,1.48
STU-14460,34.0,13.85,96.58,6.69,100.0,7.88,2.19,No,Administración,6.04
STU-13563,26.0,22.68,100.0,7.0,,6.77,10.37,No,Ingeniería Industrial,5.99
STU-14204,24.0,7.46,79.18,5.55,53.66,5.98,5.77,No,Ingeniería Informática,3.01
STU-13373,26.0,15.28,81.54,5.34,94.51,6.07,8.02,No,Ingeniería Industrial,3.24
STU-14971,28.0,1.0,82.32,5.28,61.61,6.18,2.61,No,Administración,2.52
STU-14947,30.0,16.97,91.27,6.04,99.32,8.78,6.6,No,Ingeniería Civil,5.25
STU-11595,24.0,12.04,87.72,5.17,64.53,7.7,5.78,No,Ingeniería Industrial,3.99
STU-11280,18.0,14.27,80.73,5.88,89.08,8.05,5.03,No,Ingeniería Civil,5.03
STU-10114,33.0,8.08,63.39,5.38,71.65,8.27,1.82,Sí,Ingeniería Industrial,3.4
STU-12044,26.0,19.09,92.97,6.87,86.36,5.78,9.59,No,Ingeniería Informática,5.78
STU-13606,20.0,8.2,91.98,6.71,98.84,,7.78,Sí,Ingeniería Informática,6.12
STU-11064,26.0,17.14,95.87,6.6,100.0,6.72,5.74,No,Ingeniería Civil,6.11
STU-14962,23.0,20.94,93.65,6.8,100.0,8.79,7.36,Sí,Ingeniería Civil,5.13
STU-14189,18.0,20.45,93.39,6.19,100.0,9.06,7.05,Sí,Ingeniería Industrial,5.97
STU-11694,33.0,10.15,86.19,4.92,92.82,6.87,8.3,No,Ingeniería Informática,4.11
STU-14507,18.0,13.52,88.52,5.19,,4.94,9.9,No,Administración,3.6
STU-12199,24.0,15.27,100.0,6.22,89.17,8.27,9.88,No,Administración,5.09
STU-11131,19.0,8.16,80.25,5.0,69.25,6.01,13.11,No,Ingeniería Civil,3.56
STU-10176,28.0,18.03,85.03,6.3,97.74,5.71,10.74,No,Contador Auditor,4.62
STU-11779,18.0,17.93,100.0,6.43,100.0,9.12,11.67,No,Contador Auditor,5.58
STU-13279,26.0,1.51,79.61,5.52,34.33,5.99,7.77,No,Ingeniería Informática,1.76
STU-14000,29.0,16.62,93.85,5.95,100.0,5.31,8.57,No,Administración,4.98
STU-13959,18.0,12.01,85.77,4.27,98.84,6.48,18.0,No,Administración,3.33
STU-11231,27.0,7.72,76.87,4.85,90.74,7.57,3.34,No,Ingeniería Civil,3.59
STU-11904,24.0,4.74,67.98,5.7,,7.06,5.02,No,Ingeniería Industrial,3.31
STU-13400,32.0,3.04,81.81,5.14,47.58,5.78,11.98,No,Ingeniería Civil,2.49
STU-13048,32.0,16.95,94.76,5.63,84.27,5.91,8.54,No,INGENIERÍA INFORMÁTICA,4.23
STU-10562,20.0,11.4,95.5,6.9,84.45,6.69,11.27,No,Ingeniería Informática,4.48
STU-10358,20.0,16.15,87.85,6.54,100.0,5.65,5.35,Sí,Ingeniería Informática,5.15
STU-11878,26.0,19.52,75.95,6.41,85.35,6.34,5.29,Sí,Ingeniería Industrial,4.38
STU-11731,25.0,8.55,73.04,5.8,78.28,8.55,6.4,No,Ingeniería Civil,4.19
STU-14730,24.0,15.51,100.0,7.0,83.66,7.14,7.35,No,Ingeniería Industrial,5.15
STU-10508,28.0,15.93,88.67,5.53,82.5,7.45,9.41,No,Ingeniería Civil,3.7
STU-11593,31.0,11.03,85.31,5.53,100.0,5.86,7.22,No,Ingeniería Industrial,4.36
STU-14994,28.0,4.8,87.4,5.32,53.47,5.72,4.94,No,Ingeniería Industrial,2.99
STU-11782,29.0,10.03,90.14,5.37,86.48,7.8,3.46,Sí,Ingeniería Informática,4.74
STU-10449,24.0,,60.47,5.05,52.68,6.44,6.03,No,Administración,2.28
STU-10620,28.0,12.89,100.0,5.65,98.03,5.66,8.29,No,Ingeniería Civil,4.94
STU-12040,23.0,19.84,82.07,5.72,100.0,5.41,6.33,,Administración,7.628340680206097
STU-12028,27.0,13.9,93.06,5.31,95.55,7.9,8.82,No,Ingeniería Informática,4.78
STU-14970,29.0,14.08,78.48,4.7,86.25,8.5,14.37,No,Contador Auditor,3.31
STU-10518,,3.81,66.65,4.29,57.74,6.97,2.51,Sí,Contador Auditor,1.96
STU-12447,27.0,9.45,73.76,4.66,87.81,7.76,6.05,No,Ingeniería Informática,3.65
STU-12553,32.0,10.4,88.4,6.49,64.84,7.66,6.18,No,Contador Auditor,3.65
STU-10963,27.0,11.9,100.0,6.39,85.92,9.58,6.93,No,Ingeniería Civil,4.63
STU-14678,26.0,7.05,67.4,,63.23,5.8,4.92,si,Ingeniería Civil,3.07
STU-13802,22.0,3.36,58.58,4.54,76.96,9.38,6.2,No,Ingeniería Informática,2.68
STU-12292,18.0,15.55,100.0,6.33,100.0,8.06,7.78,Sí,Contador Auditor,5.28
STU-10258,23.0,11.0,84.38,6.38,,5.23,5.22,No,Ingeniería Industrial,3.52
STU-14190,23.0,18.46,,7.0,100.0,7.78,6.64,No,Ingeniería Industrial,5.63
STU-13378,28.0,14.6,,5.82,86.17,6.15,2.73,No,Contador Auditor,3.87
STU-14898,24.0,7.26,85.38,5.23,58.14,5.64,2.42,No,Ingeniería Industrial,3.12
STU-10068,23.0,9.97,90.59,6.17,81.66,6.11,7.64,No,Contador Auditor,4.41
STU-12289,18.0,,73.67,,51.53,7.65,4.99,No,Ingeniería Informática,3.47
STU-13594,26.0,15.8,64.95,6.08,62.93,5.79,3.22,No,Ingeniería Civil,3.67
STU-10166,25.0,15.86,91.22,6.21,92.15,6.88,6.6,No,Ingeniería Informática,5.4
STU-10978,21.0,16.28,98.56,5.57,100.0,7.17,4.08,No,Ingeniería Civil,4.8
STU-11938,27.0,6.25,-1.5762110140560956,4.97,66.36,6.78,4.42,No,Ingeniería Civil,2.88
STU-13354,28.0,11.72,100.0,5.65,99.81,7.7,3.72,No,Administración,4.32
STU-13848,22.0,13.31,86.66,5.19,100.0,7.34,5.35,No,Ingeniería Informática,3.88
STU-13682,22.0,15.42,96.34,6.26,73.03,7.27,8.27,No,Ingeniería Civil,5.06
STU-13684,18.0,12.95,82.0,5.11,75.68,6.89,7.84,No,Administración,4.78
STU-13073,,15.46,100.0,6.84,,6.4,1.61,No,Administración,4.8
STU-14496,32.0,6.53,97.98,4.93,96.62,7.98,3.31,No,Ingeniería Informática,4.32
STU-12501,20.0,13.99,86.11,5.55,100.0,8.22,8.18,No,Ingeniería Civil,3.97
STU-12572,22.0,10.85,91.22,5.6,93.53,4.47,1.47,No,Administración,4.8
STU-10024,28.0,4.03,70.7,3.84,74.59,7.13,7.29,Sí,Ingeniería Industrial,2.42
STU-14106,28.0,8.3,69.45,5.14,48.81,5.37,2.85,Sí,Ingeniería Informática,2.53
STU-11851,20.0,9.92,88.73,5.38,78.79,7.74,2.49,Sí,Contador Auditor,3.82
STU-14502,25.0,10.28,67.61,,79.51,8.13,3.25,Sí,Ingeniería Informática,4.95
STU-10563,24.0,15.97,94.04,6.75,94.32,6.11,1.78,Sí,Ingeniería Industrial,4.98
STU-13486,24.0,4.8,71.99,4.84,58.81,7.46,8.5,Sí,Ingeniería Informática,2.28
STU-14230,30.0,14.93,82.06,6.12,100.0,6.58,7.32,Sí,Ingeniería Informática,4.74
STU-10398,20.0,10.39,,5.37,85.03,6.73,9.34,No,Ingeniería Industrial,3.94
STU-14618,32.0,8.65,80.61,5.38,80.84,7.81,8.64,No,Ingeniería Civil,4.15
STU-14337,22.0,14.19,90.98,4.77,92.93,8.61,2.73,No,Ingeniería Civil,5.18
STU-13128,23.0,11.29,72.99,6.04,70.31,6.11,10.07,No,Ingeniería Informática,3.19
STU-10754,22.0,10.43,99.86,5.09,99.0,5.76,3.28,No,Ingeniería Civil,4.34
STU-10412,22.0,18.93,93.29,7.0,100.0,7.24,5.82,No,Ingeniería Informática,6.06
STU-12284,21.0,15.23,91.47,5.47,100.0,8.16,6.51,No,Administración,4.38
STU-11513,26.0,2.67,87.16,5.89,81.57,8.45,4.07,No,Contador Auditor,3.58
STU-13474,23.0,15.1,82.58,5.57,94.36,7.29,6.13,No,Contador Auditor,4.56
STU-12645,23.0,23.79,93.3,6.95,100.0,7.73,3.82,No,Ingeniería Civil,5.91
STU-11948,22.0,8.77,63.01,4.67,70.91,8.13,5.28,No,Contador Auditor,2.4
STU-11199,24.0,16.8,97.72,5.51,100.0,6.56,7.4,No,Contador Auditor,4.79
STU-13062,28.0,18.58,100.0,6.2,87.96,9.78,5.21,No,Ingeniería Industrial,5.07
STU-12677,65.0,13.13,97.25,6.26,100.0,5.53,6.68,No,Ingeniería Informática,4.24
STU-11581,19.0,15.44,91.97,5.79,96.4,7.61,7.06,No,Ingeniería Civil,4.28
STU-12444,27.0,7.3,87.06,5.97,74.22,5.7,5.19,No,Administración,3.78
STU-14608,18.0,11.63,79.97,4.91,99.85,7.07,14.74,Sí,Administración,4.44
STU-14400,25.0,13.77,94.39,6.33,97.15,5.86,4.32,No,Ingeniería Industrial,4.41
STU-10749,18.0,20.07,91.4,6.77,92.75,7.37,2.54,No,Ingeniería Civil,5.73
STU-13627,24.0,21.77,84.7,,100.0,5.23,9.77,No,Ingeniería Informática,5.29
STU-12491,24.0,11.39,90.76,6.41,91.07,7.75,6.75,No,Ingeniería Informática,4.27
STU-10904,22.0,18.12,93.95,6.72,100.0,-6.384764956291411,7.12,Sí,Ingeniería Civil,5.72
STU-11006,23.0,11.2,82.84,5.39,75.64,7.74,8.31,Sí,Ingeniería Civil,3.51
STU-10236,26.0,11.93,96.17,6.15,100.0,8.63,6.15,No,Administración,5.01
STU-12870,30.0,15.19,86.82,7.0,96.14,8.31,6.05,No,Ingeniería Civil,4.86
STU-13854,19.0,17.67,85.06,6.25,,6.7,2.75,Sí,Contador Auditor,5.69
STU-11112,20.0,16.74,65.37,5.69,87.72,8.95,4.93,Sí,Ingeniería Industrial,5.02
STU-12881,25.0,8.39,82.43,5.69,69.8,9.21,5.2,No,Ingeniería Industrial,2.95
STU-12446,26.0,97.12498131705581,76.49,5.58,100.0,5.33,4.19,No,Contador Auditor,3.89
STU-14175,28.0,15.28,78.13,4.87,87.38,4.8,7.92,Sí,Ingeniería Informática,4.0
STU-12939,19.0,13.91,82.1,5.67,96.38,9.41,3.15,No,Ingeniería Civil,4.59
STU-10062,18.0,9.5,89.6,,84.81,6.27,10.75,Sí,Ingeniería Informática,5.15
STU-11247,22.0,4.0,75.06,5.36,68.75,6.22,7.1,Sí,Ingeniería Informática,2.69
STU-10112,24.0,13.19,77.82,6.46,66.37,7.59,4.28,Sí,Ingeniería Informática,3.98
STU-12449,26.0,11.65,83.17,5.65,98.78,,2.8,Sí,Ingeniería Informática,4.47
STU-10003,22.0,12.6,83.07,4.88,74.66,5.86,4.65,Sí,Ingeniería Industrial,3.36
STU-12026,25.0,10.32,81.31,4.66,85.39,9.4,3.62,No,Administración,3.8
STU-13074,21.0,13.92,,6.05,96.39,9.18,10.69,Sí,Ingeniería Industrial,5.16
STU-10078,26.0,17.3,93.65,7.0,100.0,8.01,3.62,Sí,Contador Auditor,5.97
STU-10251,24.0,11.98,97.32,6.74,78.25,6.51,3.14,No,Ingeniería Informática,4.52
STU-12977,18.0,14.05,82.24,5.65,100.0,5.74,6.32,Sí,Ingeniería Industrial,4.71
STU-12103,27.0,11.21,80.44,5.2,73.06,6.06,4.71,Sí,Ingeniería Informática,3.95
STU-13822,27.0,12.28,76.43,6.77,100.0,7.75,6.76,Sí,Ingeniería Industrial,4.68
STU-12628,18.0,16.05,90.38,6.33,92.12,7.77,16.09,Sí,Ingeniería Industrial,5.58
STU-11727,26.0,16.75,95.32,6.13,99.72,6.95,5.51,No,Ingeniería Civil,4.63
STU-14787,22.0,9.67,79.92,5.37,73.45,6.98,4.03,No,Ingeniería Civil,3.43
STU-14488,21.0,10.98,100.0,7.0,80.36,5.13,11.57,No,Ingeniería Civil,5.04
STU-13452,20.0,15.24,73.82,,71.25,7.74,8.68,Sí,Contador Auditor,3.62
STU-11171,22.0,6.62,90.94,5.69,,9.17,5.97,Sí,Ingeniería Civil,3.46
STU-14574,30.0,1.0,85.53,6.01,66.71,,69.50079822318206,Sí,Administración,3.63
STU-11059,24.0,6.25,77.52,4.91,54.18,6.19,1.85,Sí,Ingeniería Civil,2.55
STU-14597,30.0,20.52,95.71,5.06,100.0,8.5,7.54,No,Ingeniería Informática,4.69
STU-14547,24.0,7.78,81.48,6.39,48.62,6.72,3.03,Sí,Ingeniería informática ,3.85
STU-12387,22.0,16.21,98.57,,100.0,6.55,4.86,No,Contador Auditor,4.57
STU-13178,18.0,,69.24,5.5,66.95,4.97,6.78,Sí,Contador Auditor,2.22
STU-10817,22.0,14.03,94.9,6.42,97.36,8.3,3.73,Sí,Ingeniería Informática,5.46
STU-10643,22.0,9.78,89.06,5.07,87.41,8.15,7.84,No,Ingeniería Industrial,3.73
STU-11245,18.0,21.77,95.45,7.0,80.87,7.88,5.51,No,,4.99
STU-14922,18.0,15.67,86.79,4.72,100.0,6.85,4.81,No,Ingeniería Informática,3.61
STU-14146,22.0,9.88,77.56,5.84,69.51,7.38,5.77,No,Ingeniería Civil,3.63
STU-12073,18.0,20.72,96.23,6.27,100.0,6.04,2.93,No,Ingeniería Civil,5.02
STU-10520,22.0,11.68,89.56,5.59,100.0,8.65,8.0,No,Ingeniería Industrial,4.81
STU-13105,24.0,21.9,98.96,6.08,100.0,5.06,6.09,No,Ingeniería Industrial,5.1
STU-14087,24.0,21.02,100.0,,100.0,6.32,7.63,No,Contador Auditor,5.21
STU-10329,21.0,17.17,88.46,5.98,98.23,7.5,,No,Ingeniería Civil,4.83
STU-13091,28.0,14.31,97.03,,87.86,6.86,4.56,No,Ingeniería Civil,5.01
STU-12959,30.0,20.86,94.28,6.46,100.0,7.75,7.72,No,Ingeniería Industrial,5.11
STU-10591,27.0,10.41,85.09,4.6,66.51,6.22,4.16,No,Administración,3.5
STU-10536,23.0,8.39,96.55,6.09,81.33,8.61,8.95,No,Ingeniería Civil,4.19
STU-11430,23.0,14.88,84.21,5.05,100.0,8.38,4.04,No,Administración,5.12
STU-13289,18.0,,75.04,4.74,71.84,6.49,9.29,No,Administración,3.13
STU-11533,18.0,14.58,76.47,6.89,,7.29,3.71,Sí,Contador Auditor,4.83
STU-10159,25.0,13.43,87.91,5.42,93.53,6.95,10.68,Sí,Ingeniería Civil,4.53
STU-14565,20.0,12.12,70.78,4.94,66.08,6.66,2.19,No,Ingeniería Industrial,2.89
STU-11842,27.0,19.39,100.0,7.0,100.0,6.47,2.2,No,Ingeniería Civil,5.83
STU-14012,25.0,,91.83,6.82,88.69,6.57,10.55,Sí,Ingeniería Informática,5.38
STU-10928,21.0,13.71,87.92,5.59,95.69,8.42,4.33,No,Ingeniería Informática,4.12
STU-14537,18.0,12.62,88.72,6.58,95.31,7.48,1.65,Sí,Ingeniería Industrial,4.61
STU-14762,31.0,11.45,89.6,6.55,89.42,7.53,2.46,Sí,Ingeniería Informática,4.57
STU-10584,,9.44,76.74,5.89,76.12,5.26,3.27,No,Ingeniería Civil,3.59
STU-11168,26.0,,100.0,6.26,100.0,7.7,3.09,Sí,Administración,6.18
STU-12633,21.0,6.62,66.46,4.27,64.46,6.81,4.58,Sí,Ingeniería Informática,2.53
STU-14030,25.0,12.37,94.61,6.45,70.9,6.83,5.46,No,Administración,4.24
STU-14829,23.0,7.51,74.37,5.52,73.95,6.89,1.9,Sí,Ingeniería Civil,3.76
STU-12651,24.0,10.13,75.97,4.72,80.54,5.78,6.36,No,Ingeniería Industrial,4.54
STU-12833,22.0,10.79,92.55,5.52,,5.92,3.37,Sí,Ingeniería Informática,3.99
STU-14425,23.0,9.22,87.03,5.11,98.29,6.32,3.22,Sí,Administración,3.96
STU-13737,32.0,9.14,93.41,6.65,90.22,7.52,4.58,No,Ingeniería Industrial,4.85
STU-12857,,7.32,72.4,6.58,67.2,7.27,1.74,No,Ingeniería Industrial,4.41
STU-10695,18.0,17.2,95.81,6.57,95.59,8.8,4.8,Sí,Ingeniería Informática,5.83
STU-11912,22.0,21.33,88.73,6.8,100.0,4.62,,Sí,Ingeniería Informática,5.8
STU-11235,23.0,9.39,,5.89,90.79,5.25,10.11,Sí,Ingeniería Civil,4.27
STU-10588,21.0,13.43,87.66,5.77,100.0,5.52,4.54,Sí,Ingeniería Informática,4.84
STU-10573,19.0,17.01,93.52,5.4,100.0,8.34,3.87,Sí,Ingeniería Civil,5.14
STU-11073,,18.36,92.53,5.55,93.59,6.44,5.8,No,Ingeniería Civil,4.88
STU-11315,27.0,6.89,,3.87,77.63,6.4,14.9,Sí,Ingeniería Industrial,2.92
STU-11677,19.0,18.43,100.0,6.07,100.0,5.94,7.56,No,Administración,5.31
STU-11630,25.0,96.41127100567765,81.04,4.71,97.58,6.45,7.04,No,Ingeniería Civil,3.87
STU-12088,18.0,15.6,77.21,4.63,99.85,3.83,11.6,No,Administración,3.66
STU-10535,20.0,12.27,70.14,6.07,89.79,5.91,6.2,Sí,Ingeniería Civil,4.82
STU-10035,20.0,18.02,97.17,6.75,100.0,8.36,2.67,No,Ingeniería Informática,5.45
STU-10417,20.0,,83.38,5.96,100.0,6.12,11.99,No,Ingeniería Informática,4.75
STU-13302,32.0,15.75,85.49,7.0,88.29,7.74,16.07,No,Contador Auditor,4.97
STU-10519,29.0,11.62,86.95,5.63,95.82,6.29,3.73,No,Administración,4.12
STU-14575,28.0,6.16,,4.3,77.5,4.29,2.98,Sí,Contador Auditor,2.07
STU-12013,19.0,23.81,100.0,7.0,,7.68,3.87,Sí,Ingeniería Informática,5.78
STU-10429,18.0,8.7,92.58,5.13,78.73,7.57,1.57,No,Contador Auditor,3.63
STU-10208,22.0,15.06,94.94,5.24,100.0,8.44,1.68,No,Ingeniería Industrial,5.07
STU-12875,24.0,27.63,100.0,7.0,100.0,6.63,11.14,No,Administración,5.95
STU-13502,24.0,19.01,83.88,6.29,100.0,6.21,6.95,Sí,Ingeniería Informática,5.17
STU-12232,,6.34,91.91,6.01,80.78,9.07,3.66,Sí,Ingeniería Industrial,4.15
STU-10031,18.0,14.25,87.0,5.97,100.0,6.28,4.66,No,Contador Auditor,5.0
STU-12337,25.0,10.72,75.82,6.03,56.53,10.1,5.36,Sí,Administración,4.33
STU-13875,21.0,19.4,90.58,6.29,100.0,7.52,5.97,No,Ingeniería Informática,5.55
STU-10652,26.0,11.52,81.49,6.4,64.58,6.22,13.13,No,Ingeniería Civil,3.52
STU-13599,29.0,10.13,66.01,4.59,79.35,8.88,12.28,Sí,Ingeniería Civil,3.17
STU-14126,23.0,14.29,87.81,6.67,87.47,6.7,7.36,No,Ingeniería Industrial,4.89
STU-11155,26.0,11.69,62.95,,68.4,5.4,2.93,No,Ingeniería Informática,2.96
STU-12503,19.0,11.69,87.66,5.6,,7.7,12.99,Sí,Administración,3.34
STU-14765,23.0,2.03,74.9,4.72,62.9,7.26,8.93,Sí,Administración,2.7
STU-13359,25.0,6.09,81.86,5.42,46.29,4.95,5.27,No,Ingeniería Civil,3.01
STU-10860,26.0,4.07,68.01,4.42,53.65,4.71,3.65,No,Ingeniería Industrial,2.23
STU-12655,23.0,18.81,100.0,7.0,96.0,6.96,6.46,No,Ingeniería Civil,5.29
STU-14741,28.0,9.82,93.51,5.22,93.79,8.43,14.79,No,Administración,3.7
STU-11560,24.0,14.75,81.29,6.01,95.9,,14.36,No,Ingeniería Civil,4.79
STU-11449,20.0,17.19,82.6,5.51,,5.62,4.9,No,Ingeniería Informática,4.13
STU-12333,22.0,8.1,85.22,5.96,83.65,8.37,9.13,No,Ingeniería Civil,2.98
STU-14050,24.0,7.06,71.46,5.18,66.47,8.4,8.93,No,Ingeniería Civil,2.14
STU-10523,23.0,8.19,88.51,6.23,74.36,8.7,4.69,Sí,Administración,3.95
STU-13497,24.0,3.76,65.34,5.1,45.78,8.2,9.35,Sí,Ingeniería Civil,2.28
STU-13396,27.0,11.73,,5.83,93.31,5.7,4.17,No,Contador Auditor,4.48
STU-10923,29.0,16.57,84.93,6.41,96.8,8.02,4.19,No,Ingeniería Civil,5.19
STU-10139,18.0,12.55,86.67,5.58,80.78,6.5,10.56,No,Contador Auditor,3.6
STU-10907,35.0,8.55,95.46,5.94,85.2,7.11,9.05,No,Ingeniería Civil,4.03
STU-14885,26.0,14.44,78.16,6.14,98.45,11.0,4.13,Sí,Administración,5.31
STU-11053,29.0,14.48,75.42,5.55,77.31,5.07,3.9,No,Ingeniería Civil,3.72
STU-10337,18.0,11.29,90.64,6.57,100.0,5.71,5.09,Sí,Administración,4.57
STU-14383,18.0,4.98,61.21,4.25,79.14,8.12,8.34,Sí,Ingeniería Informática,2.65
STU-12934,,16.54,93.92,5.81,100.0,7.09,3.22,No,Administración,4.77
STU-11507,29.0,8.67,83.55,5.42,83.25,4.77,0.77,Sí,Contador Auditor,3.15
STU-10668,21.0,10.93,88.15,5.44,98.18,7.38,10.8,No,Ingeniería Informática,4.22
STU-12134,20.0,7.31,82.76,5.09,58.74,7.41,6.44,,Contador Auditor,3.32
STU-14800,22.0,12.08,96.5,5.37,100.0,5.34,3.84,No,Ingeniería Informática,4.81
STU-10400,23.0,6.74,88.91,5.8,97.02,6.16,6.08,No,Administración,5.07
STU-10922,21.0,3.49,69.44,4.11,55.97,7.67,4.73,No,Ingeniería Industrial,2.36
STU-12880,25.0,16.66,80.33,5.72,100.0,7.88,3.07,No,Ingeniería Informática,4.77
STU-12731,24.0,17.03,87.62,6.38,90.17,8.31,2.11,No,Ingeniería Industrial,4.77
STU-11093,25.0,15.61,100.0,4.99,100.0,8.24,10.99,No,Administración,4.35
STU-14495,27.0,12.73,82.72,,85.84,6.51,2.43,No,Ingeniería Informática,3.9
STU-10015,24.0,9.23,86.4,5.71,95.21,5.82,2.36,Sí,Ingeniería Industrial,4.1
STU-11911,23.0,13.33,,5.18,96.04,8.78,13.08,Sí,,4.36
STU-10918,25.0,11.76,96.33,5.6,92.15,5.8,5.91,No,Ingeniería Informática,4.78
STU-12001,24.0,7.44,93.81,4.73,70.11,5.67,17.73,No,Ingeniería Industrial,3.72
STU-10109,32.0,12.18,80.14,5.28,76.35,7.94,2.28,Sí,Administración,4.51
STU-12014,26.0,10.97,100.0,5.59,100.0,6.3,4.38,No,Administración,4.07
STU-14267,27.0,13.39,89.5,5.9,86.6,8.52,6.12,Sí,Contador Auditor,4.43
STU-13834,22.0,12.08,97.64,5.85,80.95,5.58,4.31,No,Administración,4.54
STU-14483,32.0,9.94,86.37,5.16,84.36,,11.67,No,Ingeniería Informática,4.97
STU-12680,24.0,7.59,63.19,5.12,60.71,6.15,5.25,No,Ingeniería Informática,2.29
STU-14106,28.0,8.3,69.45,5.14,48.81,5.37,2.85,Sí,Ingeniería Informática,2.53
STU-14658,29.0,9.05,84.24,6.37,70.96,,7.66,No,Contador Auditor,4.29
STU-13490,26.0,16.37,93.45,5.22,95.12,6.48,1.77,No,Ingeniería Informática,4.11
STU-14406,23.0,6.26,95.13,6.23,91.72,4.27,8.35,No,Ingeniería Industrial,3.88
STU-11781,22.0,,74.19,4.59,67.74,7.55,1.94,No,Ingeniería Industrial,2.62
STU-11887,22.0,9.38,96.54,5.43,82.18,6.44,2.7,No,Administración,4.31
STU-11836,23.0,9.67,84.67,6.13,90.14,8.5,8.27,Sí,Ingeniería Civil,4.11
STU-12666,29.0,11.23,84.18,,76.51,5.81,8.12,Sí,Ingeniería Civil,3.66
STU-11003,19.0,12.34,84.55,5.75,78.77,7.47,2.95,No,Ingeniería Informática,4.07
STU-11648,29.0,7.66,81.16,5.43,91.84,7.7,7.14,No,Ingeniería Informática,3.58
STU-11289,18.0,,80.69,5.88,82.24,,14.62,No,Ingeniería Industrial,4.33
STU-11706,29.0,25.46,100.0,5.47,100.0,6.24,18.0,No,Ingeniería Informática,5.49
STU-10673,19.0,,82.75,5.67,89.4,5.44,2.45,No,Contador Auditor,3.46
STU-10988,22.0,13.12,88.36,5.06,80.13,6.36,5.15,No,Ingeniería Industrial,3.6
STU-12508,22.0,13.23,96.47,5.6,100.0,6.55,3.31,Sí,Ingeniería Informática,4.44
STU-11489,28.0,6.16,76.74,5.82,71.48,9.25,4.91,Sí,Administración,3.81
STU-14028,26.0,1.81,99.31,5.36,74.81,6.05,3.86,No,Ingeniería Civil,2.71
STU-13198,18.0,7.77,70.14,5.59,57.44,4.61,1.97,No,Ingeniería Civil,2.47
STU-11567,25.0,14.12,84.86,4.88,94.77,5.53,3.73,No,Ingeniería Informática,4.65
STU-11355,23.0,11.14,94.64,5.44,84.84,8.88,7.59,Sí,Ingeniería Informática,3.93
STU-12687,26.0,16.63,83.99,6.79,100.0,5.82,3.33,Sí,Ingeniería Industrial,5.24
STU-13281,25.0,11.83,90.74,6.47,80.41,6.43,11.19,No,Ingeniería Civil,3.38
STU-12639,25.0,13.32,94.71,4.88,74.78,8.89,8.2,No,Ingeniería Industrial,3.35
STU-14761,25.0,17.39,84.0,4.96,96.38,,6.36,No,Contador Auditor,3.93
STU-13913,30.0,4.84,77.58,5.33,71.89,7.21,11.52,No,Administración,3.51
STU-11585,18.0,10.59,84.38,6.16,89.63,7.59,5.6,Sí,Ingeniería Civil,3.47
STU-13144,30.0,12.15,73.91,,83.84,6.56,5.49,SÍ ,Ingeniería Industrial,3.45
STU-11551,21.0,14.39,91.0,5.89,,5.68,0.86,No,Ingeniería Informática,4.43
STU-14039,29.0,13.58,85.22,6.23,100.0,7.09,5.9,No,Ingeniería Civil,4.28
STU-14614,27.0,7.36,80.43,6.13,69.56,6.99,7.08,Sí,Ingeniería Civil,4.13
STU-11236,,15.24,86.6,7.0,100.0,6.27,2.75,No,Ingeniería Informática,5.24
STU-13776,27.0,8.75,85.8,5.16,67.81,7.5,7.5,Sí,Contador Auditor,3.07
STU-11198,22.0,16.03,100.0,5.27,,3.89,6.55,No,Ingeniería Civil,4.19
STU-10063,30.0,18.19,91.83,6.43,100.0,7.16,3.04,Sí,Ingeniería Industrial,4.9
STU-12712,33.0,12.39,,6.16,68.51,7.64,4.82,Sí,Ingeniería Industrial,3.96
STU-13077,22.0,14.79,78.73,6.19,94.63,7.65,5.52,No,Contador Auditor,4.37
STU-13255,30.0,5.93,79.91,6.05,63.02,7.1,2.63,Sí,Ingeniería Informática,3.17
STU-12118,28.0,77.77449434091028,70.11,5.17,55.89,6.69,7.83,Sí,Ingeniería Informática,3.13
STU-10259,26.0,16.45,100.0,,100.0,8.58,1.79,No,Administración,5.64
